entity_id;entity_name;entity_types;attribute_key;grc20_value_type;raw_value;normalized_iso;granularity;format_family;dmy_ambiguous;type_key_mismatch;intra_entity_conflict;description_date_hint;description_conflict;plausibility_flag;notes
01b382d629ca4147885aba6de31028b4;Sedgwick 2018b;GreyLiterature|Reference;year;TEXT;2018;2018;annee;annee;;oui;;;;ok;role « point » : accord d'annee avec date
0235afb12219443c9fd0580e7b5a07a1;Bitstamp;Organization;foundedYear;NUMBER;2011;2011;annee;annee;;non;;;;ok;
026703922bb14846947d61d047329236;Nethermind;ActorNonHuman;launchYear;TIME;2018-01-01T00:00:00.000Z;2018-01-01;jour;TIME-ISO-Z;;oui;;;;ok;
02e004e015cc4982a33168f8d6432cab;Aglietta & Orleans 2002;Reference;year;TIME;2002-01-01T00:00:00.000Z;2002-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
02ecb7bc25414f3391f3c67145607241;Bitmex Research 2017 DAO Hard Fork;Reference;year;TIME;2017-01-01T00:00:00.000Z;2017-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
030117094d7c40deb5dea2f95e04c203;Böhme et al. 2020 — Responsible vulnerability disclosure;AcademicWork|Reference;year;TEXT;2020;2020;annee;annee;;oui;;;;ok;
031391f624304483a4b820df6efea622;InfrastructureEvent — Nakamoto annonce une liste de diffusion dédiée (SourceForge);InfrastructureEvent;date;TEXT;2008-12-10;2008-12-10;jour;ISO-jour;;oui;;2008-11;non;ok;description : accord d'annee (2008-11 contre 2008-12-10)
031391f624304483a4b820df6efea622;InfrastructureEvent — Nakamoto annonce une liste de diffusion dédiée (SourceForge);InfrastructureEvent;dateAuthority;TEXT;TIMELINE_FIGURE;;indeterminee;libre;;non;;2008-11;;non_parsable;cle du perimetre qui ne porte PAS une date : niveau de preuve de la date (AUTHOR_VERIFIED / EXTERNAL_VERIFICATION / TIMELINE_FIGURE), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
031391f624304483a4b820df6efea622;InfrastructureEvent — Nakamoto annonce une liste de diffusion dédiée (SourceForge);InfrastructureEvent;dateSource;TEXT;Thèse — Chronologie (figure) Chapitre I.2;;indeterminee;libre;;non;;2008-11;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
0332cb342a114a97ab62d525d4142ae3;Casascius Physical Bitcoins;ActorNonHuman;period;TEXT;2011-2013;;plage;plage-annees;;non;;;;ok;plage d'annees 2011-2013 : normalized_iso reste vide, choisir une des deux bornes serait un arbitrage
03f93467fc1f4650acdc64167a8ecce4;Narrative 'blockchain sans Bitcoin' (2015);Concept;period;TEXT;2015 et après;;indeterminee;libre;;non;;;;non_parsable;ANNEES CITEES dans la valeur (non retenues comme date) : 2015
0403f5fe541b458481734f825d0a0aad;Besu (Hyperledger Besu);ActorNonHuman;launchYear;TIME;2019-01-01T00:00:00.000Z;2019-01-01;jour;TIME-ISO-Z;;oui;;;;ok;
041836ba3e5c4b39aecbc60498fc603d;Capability — Minage FPGA (semi-spécialisation);Capability;period;TEXT;2011-2013;;plage;plage-annees;;non;;;;ok;plage d'annees 2011-2013 : normalized_iso reste vide, choisir une des deux bornes serait un arbitrage
0423dfbdf0904305b1d7e48c3df78ae2;CVE-2010-5141 (Vol de clés privées);CrisisEvent;year;TEXT;2010;2010;annee;annee;;oui;;;;ok;
0441f46f712d41489f63260e8f97be85;ElBahrawy et al. 2017;AcademicWork|Reference;year;TEXT;2017;2017;annee;annee;;oui;;;;ok;
04dd36dce5e64b6487820a2b61229d43;NewLibertyStandard 2009 — Bitcoin exchange rate post;IndigenousLiterature|Reference;year;TEXT;2009;2009;annee;annee;;oui;;;;ok;
04de601cb8024a0a9e9f81974f1c8116;InfrastructureEvent — WordPress accepte les paiements en Bitcoin (2012);InfrastructureEvent;date;TEXT;15/11/2012;2012-11-15;jour;DD-MM-YYYY-ou-MM-DD-YYYY;non;oui;;2012-11;non;ok;ordre etabli sans convention : le groupe 15 depasse 12 et ne peut pas etre un mois (JJ/MM/AAAA) | description : accord d'annee (2012-11 contre 2012-11-15)
05338358f9d7485dbef4110be604c4f8;Danezis et Meiklejohn 2015;AcademicWork|Reference;year;TEXT;2015;2015;annee;annee;;oui;;;;ok;
05ad44df186a4cfabf1d29fbba4f8233;Cuny 2013;GreyLiterature|Reference;year;TEXT;2013;2013;annee;annee;;oui;;;;ok;
0628e0fc39504e9e8b501e94365bbef8;InfrastructureEvent — WeUseCoins et crypto.fr, medias communautaires (2011);InfrastructureEvent;date;TEXT;2011;2011;annee;annee;;oui;;;;ok;
06ac37fc6cf24af49ec79ec265159ad8;InfrastructureEvent — Nakamoto crée le forum Bitcointalk;InfrastructureEvent;date;TEXT;2009-11-22;2009-11-22;jour;ISO-jour;;oui;;2009-11;non;ok;description : accord d'annee (2009-11 contre 2009-11-22)
06ac37fc6cf24af49ec79ec265159ad8;InfrastructureEvent — Nakamoto crée le forum Bitcointalk;InfrastructureEvent;dateAuthority;TEXT;TIMELINE_FIGURE;;indeterminee;libre;;non;;2009-11;;non_parsable;cle du perimetre qui ne porte PAS une date : niveau de preuve de la date (AUTHOR_VERIFIED / EXTERNAL_VERIFICATION / TIMELINE_FIGURE), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
06ac37fc6cf24af49ec79ec265159ad8;InfrastructureEvent — Nakamoto crée le forum Bitcointalk;InfrastructureEvent;dateSource;TEXT;Thèse — Chronologie (figure) Chapitre I.2;;indeterminee;libre;;non;;2009-11;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
07328e2856b1462d882bd1a6a7dfdafa;CVE-2012-4683 — Targeted DoS by CPU exhaustion using alerts;CrisisEvent;date;TEXT;23/08/2012;2012-08-23;jour;DD-MM-YYYY-ou-MM-DD-YYYY;non;oui;;;;ok;ordre etabli sans convention : le groupe 23 depasse 12 et ne peut pas etre un mois (JJ/MM/AAAA)
07715d5ff1d647e88fa6a2f94be1a102;InfrastructureEvent — ASIC Antminer S9 (14 TH/s) par Bitmain (2016);InfrastructureEvent;date;TEXT;12/06/2016;2016;jour;DD-MM-YYYY-ou-MM-DD-YYYY;oui;oui;;2016-06;non;ok;ordre jour/mois indecidable : « 12/06/2016 » se lit 2016-06-12 (JJ/MM) ou 2016-12-06 (MM/JJ) , normalized_iso s'arrete a l'annee, aucune convention n'est appliquee | description : accord d'annee (2016-06 contre 2016)
08a230a6d478497b8a2d0b155bc89db1;InfrastructureEvent — CoinGecko : plateforme données cryptomarché;InfrastructureEvent;date;TEXT;2014;2014;annee;annee;;oui;;2020;oui;ok;CONFLIT DESCRIPTION : la description ne cite que 2020 la ou date vaut 2014 — une description cite volontiers des annees qui ne sont pas la date de l'entite : signalement, pas erreur etablie
08a230a6d478497b8a2d0b155bc89db1;InfrastructureEvent — CoinGecko : plateforme données cryptomarché;InfrastructureEvent;dateSource;TEXT;CoinGecko 2020;;indeterminee;libre;;non;;2020;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | ANNEES CITEES dans la valeur (non retenues comme date) : 2020 | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
09746caaab9347219a82b622960f3b49;InfrastructureEvent — Incident Ghash.io : dépassement 51% (janvier 2014);InfrastructureEvent;date;TEXT;2014-01;2014-01;mois;ISO-mois;;oui;;2014-01;non;ok;description : accord d'annee (2014-01 contre 2014-01)
09746caaab9347219a82b622960f3b49;InfrastructureEvent — Incident Ghash.io : dépassement 51% (janvier 2014);InfrastructureEvent;dateSource;TEXT;Hajdarbegovic 2014;;indeterminee;libre;;non;;2014-01;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | ANNEES CITEES dans la valeur (non retenues comme date) : 2014 | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
09d15bd8d03c4fa38ecbd33cf5862f9b;InfrastructureEvent — Premier échange contre marchandise (pizzas);InfrastructureEvent;date;TEXT;2010-05-21;2010-05-21;jour;ISO-jour;;oui;;2010-05;non;ok;description : accord d'annee (2010-05 contre 2010-05-21)
09d15bd8d03c4fa38ecbd33cf5862f9b;InfrastructureEvent — Premier échange contre marchandise (pizzas);InfrastructureEvent;dateAuthority;TEXT;TIMELINE_FIGURE;;indeterminee;libre;;non;;2010-05;;non_parsable;cle du perimetre qui ne porte PAS une date : niveau de preuve de la date (AUTHOR_VERIFIED / EXTERNAL_VERIFICATION / TIMELINE_FIGURE), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
09d15bd8d03c4fa38ecbd33cf5862f9b;InfrastructureEvent — Premier échange contre marchandise (pizzas);InfrastructureEvent;dateSource;TEXT;Thèse — Chronologie (figure) Chapitre I.2;;indeterminee;libre;;non;;2010-05;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
0abc7476946d4dbdbd9d4bca209cc889;Cartelier 2001 — Monnaie et marché;AcademicWork|Reference;year;TEXT;2001;2001;annee;annee;;oui;;;;ok;
0add1f7a73c14b74a03b37ddadb9a99f;Scialom 2003 Economie bancaire;Reference;year;TIME;2003-01-01T00:00:00.000Z;2003-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
0b6757906af240538fa81cb46e306e21;Sedgwick 2019f;GreyLiterature|Reference;consultedDate;TEXT;21 juillet 2020;2020-07-21;jour;libre;;non;;;;ok;date en toutes lettres (jour, mois, annee) : famille `libre` par convention de colonne, mais entierement derivable
0b6757906af240538fa81cb46e306e21;Sedgwick 2019f;GreyLiterature|Reference;date;TEXT;6 octobre 2019;2019-10-06;jour;libre;;oui;;;;ok;date en toutes lettres (jour, mois, annee) : famille `libre` par convention de colonne, mais entierement derivable | role « point » : accord d'annee avec year
0b6757906af240538fa81cb46e306e21;Sedgwick 2019f;GreyLiterature|Reference;year;TEXT;2019;2019;annee;annee;;oui;;;;ok;role « point » : accord d'annee avec date
0b78cd80142143b8a879845debb6c3c6;InfrastructureEvent — Innovations de métaprotocole Bitcoin (2012-2014);InfrastructureEvent;period;TEXT;2012-2014;;plage;plage-annees;;non;;;;ok;plage d'annees 2012-2014 : normalized_iso reste vide, choisir une des deux bornes serait un arbitrage
0c6543e3c0a74af5b0f004d4e44833e7;GovernanceProcess — Bitcoin Scaling Debate (2015-2017);GovernanceProcess;dateEnd;TEXT;2017-08;2017-08;mois;ISO-mois;;oui;;;;ok;
0c6543e3c0a74af5b0f004d4e44833e7;GovernanceProcess — Bitcoin Scaling Debate (2015-2017);GovernanceProcess;dateStart;TEXT;2015;2015;annee;annee;;oui;;;;ok;
0d3e806ee1f94421b7ff458eedc65ffa;CVE-2013-3219 — Unenforced block protocol rule;CrisisEvent;date;TEXT;11/03/2013;2013;jour;DD-MM-YYYY-ou-MM-DD-YYYY;oui;oui;;;;ok;ordre jour/mois indecidable : « 11/03/2013 » se lit 2013-03-11 (JJ/MM) ou 2013-11-03 (MM/JJ) , normalized_iso s'arrete a l'annee, aucune convention n'est appliquee
0d81bba0461d49a5af8997a20663d630;InfrastructureEvent — BitcoinTalk forum created;InfrastructureEvent;date;TEXT;2010-11-22;2010-11-22;jour;ISO-jour;;oui;;2009-11;oui;ok;CONFLIT DESCRIPTION : la description ne cite que 2009-11 la ou date vaut 2010-11-22 — une description cite volontiers des annees qui ne sont pas la date de l'entite : signalement, pas erreur etablie
0d81bba0461d49a5af8997a20663d630;InfrastructureEvent — BitcoinTalk forum created;InfrastructureEvent;dateAuthority;TEXT;TIMELINE_FIGURE;;indeterminee;libre;;non;;2009-11;;non_parsable;cle du perimetre qui ne porte PAS une date : niveau de preuve de la date (AUTHOR_VERIFIED / EXTERNAL_VERIFICATION / TIMELINE_FIGURE), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
0d81bba0461d49a5af8997a20663d630;InfrastructureEvent — BitcoinTalk forum created;InfrastructureEvent;dateSource;TEXT;Thèse — Chronologie 2 (p.88);;indeterminee;libre;;non;;2009-11;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
0db6743ed2b54329b3d5a1bc06de21e0;Apodaca 2015;GreyLiterature|Reference;year;TEXT;2015;2015;annee;annee;;oui;;;;ok;
0dca90d7ef1f4ec8a2c44b20b3bbf668;Yermack 2013 Real Currency;Reference;year;TIME;2013-01-01T00:00:00.000Z;2013-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
0e225413a3db45f3934676e31efc9798;Chainalysis Team 2019;GreyLiterature|Reference;year;TEXT;2019;2019;annee;annee;;oui;;;;ok;
0e846ffeb3614e4b834379420cf5700e;Entretien n°10;PrimarySource;dateInterview;TIME;2019-04-04T00:00:00.000Z;2019-04-04;jour;TIME-ISO-Z;;non;;;;ok;
0e96ccb67e8e4b5ba0f2c9af8d3276bd;Brokaw 2014;GreyLiterature|Reference;year;TEXT;2014;2014;annee;annee;;oui;;;;ok;
0e9e7f0ba0a04261b0bc5d7e8d363a68;Observation participante n°22;PrimarySource;dateEvenement;TIME;2019-02-21T00:00:00.000Z;2019-02-21;jour;TIME-ISO-Z;;non;;;;ok;
0ea689b1511b481e9df16233058bcce1;Rolland & Slim 2017;Reference;year;TIME;2017-01-01T00:00:00.000Z;2017-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
0eaba96a5e48469fb4e8b0d60f13e155;Shinobi 2022;GreyLiterature|Reference;year;TEXT;2022;2022;annee;annee;;oui;;;;ok;
0eb3e354c767442f9cfad6071a35af03;Chaum 1996 — DigiCash eCash Deutsche Bank;IndigenousLiterature|Reference;year;TEXT;1996;1996;annee;annee;;oui;;;;ok;
0eb8e8c40dca46c0b2a860444b29a454;InfrastructureEvent — Proof of Keys Day (3 janvier, annuel depuis 2019);InfrastructureEvent;date;TEXT;2019-01-03;2019-01-03;jour;ISO-jour;;oui;;;;ok;
0ec8d4683eb14f49a2b5dd37ac2c8858;InfrastructureEvent — Bitcoin Faucet;InfrastructureEvent;date;TEXT;2010-06;2010-06;mois;ISO-mois;;oui;;2010;non;ok;description : accord d'annee (2010 contre 2010-06)
0ed1dd29e2e94c839b08c5c22979bf22;Sedgwick 2019m;Reference;consultedDate;TEXT;21 juillet 2020;2020-07-21;jour;libre;;non;;;;ok;date en toutes lettres (jour, mois, annee) : famille `libre` par convention de colonne, mais entierement derivable
0ed1dd29e2e94c839b08c5c22979bf22;Sedgwick 2019m;Reference;date;TEXT;29 avril 2019;2019-04-29;jour;libre;;oui;;;;ok;date en toutes lettres (jour, mois, annee) : famille `libre` par convention de colonne, mais entierement derivable | role « point » : accord d'annee avec year
0ed1dd29e2e94c839b08c5c22979bf22;Sedgwick 2019m;Reference;year;TEXT;2019;2019;annee;annee;;oui;;;;ok;role « point » : accord d'annee avec date
117c1b4f6212439a832bb191383b4a7b;European Central Bank 2012;GreyLiterature|Reference;year;TEXT;2012;2012;annee;annee;;oui;;;;ok;
11a4ed5ee90b44818d99cc9061389ebf;Couppey-Soubeyran 2021;Reference;year;TIME;2021-01-01T00:00:00.000Z;2021-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
11ca49860474402ab03050357095c728;Musiani 2018 CM Gouvernance;Reference;year;TIME;2018-01-01T00:00:00.000Z;2018-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
120e6fa2cdfa464ea7e51a34386adb73;InfrastructureEvent — Perte 9000 BTC (premier utilisateur, 10 aout 2010);InfrastructureEvent;date;TEXT;2010-08-10;2010-08-10;jour;ISO-jour;;oui;;2019;oui;ok;CONFLIT DESCRIPTION : la description ne cite que 2019 la ou date vaut 2010-08-10 — une description cite volontiers des annees qui ne sont pas la date de l'entite : signalement, pas erreur etablie
120e6fa2cdfa464ea7e51a34386adb73;InfrastructureEvent — Perte 9000 BTC (premier utilisateur, 10 aout 2010);InfrastructureEvent;dateSource;TEXT;Sedgwick 2019;;indeterminee;libre;;non;;2019;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | ANNEES CITEES dans la valeur (non retenues comme date) : 2019 | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
12c586ca60d94526a01963a1252861cf;Buterin 2013 Ethereum Whitepaper;Reference;year;TEXT;2013;2013;annee;annee;;oui;;;;ok;
13392028e0914028989b1b58efe04c03;Bradbury 2014;GreyLiterature|Reference;year;TEXT;2014;2014;annee;annee;;oui;;;;ok;
143db183ec7546c08334461b0625e9d8;CVE-2018-17144 — Évaluation en huis clos;CrisisPhase;timeEnd;TEXT;2018-09-18;2018-09-18;jour;ISO-jour;;non;;;;ok;
143db183ec7546c08334461b0625e9d8;CVE-2018-17144 — Évaluation en huis clos;CrisisPhase;timeStart;TEXT;2018-09-17;2018-09-17;jour;ISO-jour;;non;;;;ok;
144d0cb97ace4d729d080510b48c7c81;Estrada 2014;GreyLiterature|Reference;year;TEXT;2014;2014;annee;annee;;oui;;;;ok;
14985e18fb394a4f90f5644668f0fb93;Controverse ASIC et centralisation du minage;GovernanceConflict;period;TEXT;2012-2018;;plage;plage-annees;;non;;;;ok;plage d'annees 2012-2018 : normalized_iso reste vide, choisir une des deux bornes serait un arbitrage
154e47beee654756a38fcc0d7c8aba2b;Bezbakh 2019 — Inflation et désinflation;AcademicWork|Reference;year;TEXT;2019;2019;annee;annee;;oui;;;;ok;
156444b8fffe4cab99b2aefdbb7edd7c;Entretien n°11;PrimarySource;dateInterview;TIME;2019-05-15T00:00:00.000Z;2019-05-15;jour;TIME-ISO-Z;;non;;;;ok;
158f575e39ed42a4becf4499c54539d3;Entretien n°18;PrimarySource;dateInterview;TIME;2019-11-13T00:00:00.000Z;2019-11-13;jour;TIME-ISO-Z;;non;;;;ok;
16a72409709f431891600ea46e9cdbb0;Goodhart 2005 — What is the essence of money;AcademicWork|Reference;year;TEXT;2005;2005;annee;annee;;oui;;;;ok;
170ed4f7fcfb4531b7c872cb84cc8f80;CVE-2015-6031 — MiniUPnPc buffer overflow (LAN);CrisisEvent;date;TEXT;15/09/2015;2015-09-15;jour;DD-MM-YYYY-ou-MM-DD-YYYY;non;oui;;;;ok;ordre etabli sans convention : le groupe 15 depasse 12 et ne peut pas etre un mois (JJ/MM/AAAA)
1716ed6bcad44771ad22101e932b843f;Dupré Ponsot Servet 2015 — Bitcoin contre la révolution des communs;AcademicWork|Reference;year;TEXT;2015;2015;annee;annee;;oui;;;;ok;
174d9ec7d8404d439e92a380d4c5a5a2;Entretien n°12;PrimarySource;dateInterview;TIME;2019-05-25T00:00:00.000Z;2019-05-25;jour;TIME-ISO-Z;;non;;;;ok;
1782b07fc7cc459e9636817b6350be4f;Polanyi 1944 — La grande transformation;AcademicWork|Reference;year;TEXT;1944;1944;annee;annee;;oui;;;;ok;
17c55315ca2a45db9d1dc895fcba105d;InfrastructureEvent — Site d’éducation WeUseCoins;InfrastructureEvent;date;TEXT;2011-03-25;2011-03-25;jour;ISO-jour;;oui;;;;ok;
17c55315ca2a45db9d1dc895fcba105d;InfrastructureEvent — Site d’éducation WeUseCoins;InfrastructureEvent;dateAuthority;TEXT;TIMELINE_FIGURE;;indeterminee;libre;;non;;;;non_parsable;cle du perimetre qui ne porte PAS une date : niveau de preuve de la date (AUTHOR_VERIFIED / EXTERNAL_VERIFICATION / TIMELINE_FIGURE), pas une date | aucune annee a quatre chiffres dans la valeur
17c55315ca2a45db9d1dc895fcba105d;InfrastructureEvent — Site d’éducation WeUseCoins;InfrastructureEvent;dateSource;TEXT;Thèse — Chronologie (figure) Chapitre I.2;;indeterminee;libre;;non;;;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur
17d787029b114193bac5a9a4eefac4c9;Sedgwick 2018e;GreyLiterature|Reference;consultedDate;TEXT;21 juillet 2020;2020-07-21;jour;libre;;non;;;;ok;date en toutes lettres (jour, mois, annee) : famille `libre` par convention de colonne, mais entierement derivable
17d787029b114193bac5a9a4eefac4c9;Sedgwick 2018e;GreyLiterature|Reference;date;TEXT;8 décembre 2018;2018-12-08;jour;libre;;oui;;;;ok;date en toutes lettres (jour, mois, annee) : famille `libre` par convention de colonne, mais entierement derivable | role « point » : accord d'annee avec year
17d787029b114193bac5a9a4eefac4c9;Sedgwick 2018e;GreyLiterature|Reference;year;TEXT;2018;2018;annee;annee;;oui;;;;ok;role « point » : accord d'annee avec date
1909afe656f74779a7856b9cb6be0c83;Sedgwick 2018a;Reference;consultedDate;TEXT;21 juillet 2020;2020-07-21;jour;libre;;non;;;;ok;date en toutes lettres (jour, mois, annee) : famille `libre` par convention de colonne, mais entierement derivable
1909afe656f74779a7856b9cb6be0c83;Sedgwick 2018a;Reference;date;TEXT;31 décembre 2018;2018-12-31;jour;libre;;oui;;;;ok;date en toutes lettres (jour, mois, annee) : famille `libre` par convention de colonne, mais entierement derivable | role « point » : accord d'annee avec year
1909afe656f74779a7856b9cb6be0c83;Sedgwick 2018a;Reference;year;TEXT;2018;2018;annee;annee;;oui;;;;ok;role « point » : accord d'annee avec date
192522d290774234a82baac5bf2c70cc;Entretien n°21;PrimarySource;dateInterview;TIME;2020-02-12T00:00:00.000Z;2020-02-12;jour;TIME-ISO-Z;;non;;;;ok;
195c98aa665046b080bc073a045846e2;FreeCodeCamp 2019;GreyLiterature|Reference;year;TEXT;2019;2019;annee;annee;;oui;;;;ok;
19907a993e6c4b2392f503ec1863df9e;CVE-2018-20586 (Tromperie, injection journal);CrisisEvent;year;TEXT;2018;2018;annee;annee;;oui;;;;ok;
19963b499bc04acca003f466c28d906a;Lessig 2000 — Code is Law;AcademicWork|Reference;year;TEXT;2000;2000;annee;annee;;oui;;;;ok;
1a363b7013534bfd9bd949c6d69c4a19;InfrastructureEvent — Audition Senat americain sur Bitcoin (19 nov. 2013);InfrastructureEvent;date;TEXT;2013-11-19;2013-11-19;jour;ISO-jour;;oui;;2013-11;non;ok;description : accord d'annee (2013-11 contre 2013-11-19)
1a363b7013534bfd9bd949c6d69c4a19;InfrastructureEvent — Audition Senat americain sur Bitcoin (19 nov. 2013);InfrastructureEvent;dateSource;TEXT;Banque de France 2013 p. 4;;indeterminee;libre;;non;;2013-11;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | ANNEES CITEES dans la valeur (non retenues comme date) : 2013 | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
1a4cccd801224a8fa0ef8b8af372538c;BTC-e;Organization;closedYear;NUMBER;2017;2017;annee;annee;;non;;;;ok;ECART INTER-ROLE (non-verdict) : foundedYear=2011 (role point) et closedYear=2017 (role fin) ne portent pas la meme annee — roles differents, aucune comparaison de verdict n'est faite
1a4cccd801224a8fa0ef8b8af372538c;BTC-e;Organization;foundedYear;NUMBER;2011;2011;annee;annee;;non;;;;ok;ECART INTER-ROLE (non-verdict) : foundedYear=2011 (role point) et closedYear=2017 (role fin) ne portent pas la meme annee — roles differents, aucune comparaison de verdict n'est faite
