famille_id;entity_id_a;name_a;types_a;date_a;degre_a;entity_id_b;name_b;types_b;date_b;degre_b;signaux;ecart_jours;statut;preuve;decision_requise;question_pour_mael;notes
F07-PROCESSUS-BIP;008274f26bfd46dcabf5589b2a1cd15f;InfrastructureEvent — Standardisation des propositions protocolaires (BIP);InfrastructureEvent;2011-08-19;7;2ced7a41de564ff9b9d55f81cf9822c6;BIP-0001 — Standardisation des BIPs;ProtocolProposal;year=2011;10;meme-objet-BIP-0001|meme-acteur-Amir-Taaki|meme-annee-2011|types-differents;0~;indetermine;Les quatre fiches tournent autour d'un meme fait de 2011 (institution du processus BIP par Amir Taaki) mais a des granularites et sous des types differents : deux InfrastructureEvent dates au jour (2011-08-19), un InfrastructureEvent date a l'annee (fda844ff, « BIP-0001 : institutionnalisation »), un ProtocolProposal (2ced7a41, « BIP-0001 — Standardisation des BIPs », status=active). Aucune relation ne relie ces fiches entre elles.;oui;Le processus BIP et le document BIP-0001 doivent-ils rester deux fiches distinctes (l'institution et son texte fondateur), ou n'en former qu'une ?;Ce qui manque pour trancher : une decision de modelisation de l'auteur, pas une donnee. Anomalie annexe a signaler : fda844ff est rattache a occurs in=Phase de peche alors que a494e3af et 008274f2, de meme date, sont rattaches a Phase de preuve de concept. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F07-PROCESSUS-BIP;008274f26bfd46dcabf5589b2a1cd15f;InfrastructureEvent — Standardisation des propositions protocolaires (BIP);InfrastructureEvent;2011-08-19;7;fda844ff24dc4fe6882516b72e6d71ce;InfrastructureEvent — BIP-0001 : institutionnalisation du processus de développement Bitcoin;InfrastructureEvent;2011;23;meme-objet-BIP-0001|meme-acteur-Amir-Taaki|meme-annee-2011|types-differents;0~;indetermine;Les quatre fiches tournent autour d'un meme fait de 2011 (institution du processus BIP par Amir Taaki) mais a des granularites et sous des types differents : deux InfrastructureEvent dates au jour (2011-08-19), un InfrastructureEvent date a l'annee (fda844ff, « BIP-0001 : institutionnalisation »), un ProtocolProposal (2ced7a41, « BIP-0001 — Standardisation des BIPs », status=active). Aucune relation ne relie ces fiches entre elles.;oui;Le processus BIP et le document BIP-0001 doivent-ils rester deux fiches distinctes (l'institution et son texte fondateur), ou n'en former qu'une ?;Ce qui manque pour trancher : une decision de modelisation de l'auteur, pas une donnee. Anomalie annexe a signaler : fda844ff est rattache a occurs in=Phase de peche alors que a494e3af et 008274f2, de meme date, sont rattaches a Phase de preuve de concept. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F07-PROCESSUS-BIP;a494e3afcd4e41b5bc9a178c8c96483c;InfrastructureEvent — Bitcoin Improvement Proposals standardization;InfrastructureEvent;2011-08-19;25;008274f26bfd46dcabf5589b2a1cd15f;InfrastructureEvent — Standardisation des propositions protocolaires (BIP);InfrastructureEvent;2011-08-19;7;nom-proche-FR-EN|date-identique|description-quasi-identique|relations-recouvrantes;0;doublon_probable;"date=2011-08-19 des deux cotes ; descriptions quasi identiques : « Mise en place du processus BIP (Bitcoin Improvement Proposal) en 2011 [par Amir Taaki], standardisant la soumission et l'evaluation des changements au protocole Bitcoin » ; memes rattachements belongs to domain=Protocole et couche de base + Traitement des transactions et occurs in=Phase de preuve de concept. Le couple est un doublon FR/EN de la meme entree de chronologie.";oui;Faut-il ne conserver qu'une seule fiche pour la mise en place du processus BIP datee 2011-08-19 ?;PAIRE NON RELEVEE par doublons-verifies.csv ni par identity-debt-fr-en-v1.csv : trouvaille de ce releve. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F07-PROCESSUS-BIP;a494e3afcd4e41b5bc9a178c8c96483c;InfrastructureEvent — Bitcoin Improvement Proposals standardization;InfrastructureEvent;2011-08-19;25;2ced7a41de564ff9b9d55f81cf9822c6;BIP-0001 — Standardisation des BIPs;ProtocolProposal;year=2011;10;meme-objet-BIP-0001|meme-acteur-Amir-Taaki|meme-annee-2011|types-differents;0~;indetermine;Les quatre fiches tournent autour d'un meme fait de 2011 (institution du processus BIP par Amir Taaki) mais a des granularites et sous des types differents : deux InfrastructureEvent dates au jour (2011-08-19), un InfrastructureEvent date a l'annee (fda844ff, « BIP-0001 : institutionnalisation »), un ProtocolProposal (2ced7a41, « BIP-0001 — Standardisation des BIPs », status=active). Aucune relation ne relie ces fiches entre elles.;oui;Le processus BIP et le document BIP-0001 doivent-ils rester deux fiches distinctes (l'institution et son texte fondateur), ou n'en former qu'une ?;Ce qui manque pour trancher : une decision de modelisation de l'auteur, pas une donnee. Anomalie annexe a signaler : fda844ff est rattache a occurs in=Phase de peche alors que a494e3af et 008274f2, de meme date, sont rattaches a Phase de preuve de concept. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F07-PROCESSUS-BIP;a494e3afcd4e41b5bc9a178c8c96483c;InfrastructureEvent — Bitcoin Improvement Proposals standardization;InfrastructureEvent;2011-08-19;25;fda844ff24dc4fe6882516b72e6d71ce;InfrastructureEvent — BIP-0001 : institutionnalisation du processus de développement Bitcoin;InfrastructureEvent;2011;23;meme-objet-BIP-0001|meme-acteur-Amir-Taaki|meme-annee-2011|types-differents;0~;indetermine;Les quatre fiches tournent autour d'un meme fait de 2011 (institution du processus BIP par Amir Taaki) mais a des granularites et sous des types differents : deux InfrastructureEvent dates au jour (2011-08-19), un InfrastructureEvent date a l'annee (fda844ff, « BIP-0001 : institutionnalisation »), un ProtocolProposal (2ced7a41, « BIP-0001 — Standardisation des BIPs », status=active). Aucune relation ne relie ces fiches entre elles.;oui;Le processus BIP et le document BIP-0001 doivent-ils rester deux fiches distinctes (l'institution et son texte fondateur), ou n'en former qu'une ?;Ce qui manque pour trancher : une decision de modelisation de l'auteur, pas une donnee. Anomalie annexe a signaler : fda844ff est rattache a occurs in=Phase de peche alors que a494e3af et 008274f2, de meme date, sont rattaches a Phase de preuve de concept. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F07-PROCESSUS-BIP;fda844ff24dc4fe6882516b72e6d71ce;InfrastructureEvent — BIP-0001 : institutionnalisation du processus de développement Bitcoin;InfrastructureEvent;2011;23;2ced7a41de564ff9b9d55f81cf9822c6;BIP-0001 — Standardisation des BIPs;ProtocolProposal;year=2011;10;meme-objet-BIP-0001|meme-acteur-Amir-Taaki|meme-annee-2011|types-differents;0~;indetermine;Les quatre fiches tournent autour d'un meme fait de 2011 (institution du processus BIP par Amir Taaki) mais a des granularites et sous des types differents : deux InfrastructureEvent dates au jour (2011-08-19), un InfrastructureEvent date a l'annee (fda844ff, « BIP-0001 : institutionnalisation »), un ProtocolProposal (2ced7a41, « BIP-0001 — Standardisation des BIPs », status=active). Aucune relation ne relie ces fiches entre elles.;oui;Le processus BIP et le document BIP-0001 doivent-ils rester deux fiches distinctes (l'institution et son texte fondateur), ou n'en former qu'une ?;Ce qui manque pour trancher : une decision de modelisation de l'auteur, pas une donnee. Anomalie annexe a signaler : fda844ff est rattache a occurs in=Phase de peche alors que a494e3af et 008274f2, de meme date, sont rattaches a Phase de preuve de concept. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F08-FONDATION;6c9b59cca3a544afac57f19fac6e0393;InfrastructureEvent — Bitcoin Foundation creation;InfrastructureEvent;2012-09-27;24;f9f289de35d14463999022184a680479;InfrastructureEvent — Fondation Bitcoin (fin 2012);InfrastructureEvent;2012;30;nom-proche-FR-EN|dates-emboitees|description-recouvrante|cohortes-chronologie-jumelles;0~;doublon_probable;"Meme acte : creation de la Bitcoin Foundation en septembre 2012. 6c9b59cc porte date=2012-09-27 et decrit une « organisation a but non lucratif chargee de promouvoir et de standardiser Bitcoin, rapidement affaiblie par des scandales » ; f9f289de porte date=2012 et decrit la meme societe « fondee fin 2012 [...] Tourne court suite aux scandales », sa description de tete precisant « Creation de la Bitcoin Foundation en septembre 2012 ». Dates emboitees, non contradictoires.";oui;Faut-il ne conserver qu'une seule fiche pour la creation de la Bitcoin Foundation de septembre 2012 ?;PAIRE NON RELEVEE comme telle : doublons-verifies.csv n'apparie f9f289de qu'a des fiches sans rapport (Bitcoin-Qt, Bitcoin Faucet), jamais a 6c9b59cc. Trouvaille de ce releve. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F09-GENESIS;70d79dda054d462086a5472657b011a7;InfrastructureEvent — Genesis Block / lancement du protocole;InfrastructureEvent;2009-01-03;5;c8b77447d55c4ff08810620dc9370f67;Genesis Block — Lancement du protocole Bitcoin;CrisisEvent;03/01/2009;26;nom-proche|date-identique|types-differents;0;doublon_probable;Meme acte, meme jour : minage de l'enregistrement de genese par Nakamoto le 3 janvier 2009. 70d79dda porte date=2009-01-03, c8b77447 porte date=03/01/2009 (meme jour, deux formats). Les deux descriptions mentionnent le message du Times sur le renflouement des banques.;oui;Le bloc de genese doit-il rester modelise deux fois — une fois en InfrastructureEvent, une fois en CrisisEvent servant de marqueur inaugural a la Chronologie n°4 des crises ?;Conflit de types : InfrastructureEvent vs CrisisEvent. c8b77447 porte crisisNumber='Genesis' : ce n'est pas une crise mais l'ancre de depart d'une chronologie de crises — d'ou la question de modelisation. Le mecanisme v97 interdisait par veto toute comparaison entre types differents : la paire n'a donc jamais ete instruite. AUCUNE FUSION AUTOMATIQUE : un changement de type est une decision de l'auteur. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F10-BITCOIN-ORG;92481a368bd24325a8990decb62e666b;InfrastructureEvent — Nakamoto réserve le nom de domaine bitcoin.org;InfrastructureEvent;2008-07-18;22;8c6539857956431cb3e82ac1e0548a55;InfrastructureEvent — Dépôt du nom de domaine bitcoin.org;InfrastructureEvent;2008-07-18;27;nom-proche|date-identique|description-recouvrante;0;doublon_probable;these ch.I l.265 : « La date du 18 juillet 2008, retenue par notre chronologie, correspond a celle choisie par Nakamoto pour deposer le nom de domaine bitcoin.org, dont il se sert pour sa campagne de mobilisation ciblee. » — un seul acte. Les deux fiches portent date=2008-07-18.;oui;Faut-il ne conserver qu'une seule fiche pour le depot du nom de domaine bitcoin.org du 18 juillet 2008 ?;DEJA CONSIGNE, non arbitre : doublons-verifies.csv A_VERIFIER (dates identiques, 14 cibles communes). Divergence interne a signaler : la description de 92481a36 ecrit « le 18 aout 2008 » alors que son attribut date dit 2008-07-18. Les deux dates figurent dans la these : le corps (l.265) dit 18 juillet, la note 11 (l.481) cite Ducree 2022 et le whois disant « le 18 aout 2008 ». Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F11-SENAT-2013;1a363b7013534bfd9bd949c6d69c4a19;InfrastructureEvent — Audition Senat americain sur Bitcoin (19 nov. 2013);InfrastructureEvent;2013-11-19;27;6b451a405b334281ae174f5836b73eb1;InfrastructureEvent — Session Sénat US sur Bitcoin (19 novembre 2013);InfrastructureEvent;;26;nom-proche-FR-EN|meme-jour-dans-le-nom|description-recouvrante|meme-domaine;;doublon_probable;"Meme acte : audition/session du Senat americain sur Bitcoin le 19 novembre 2013. 1a363b70 porte date=2013-11-19 ; 6b451a40 ne porte pas d'attribut date mais inscrit « (19 novembre 2013) » dans son nom et dans sa description. Les deux rattachent l'evenement a la Bitcoin Foundation, au domaine Conformite reglementaire, a la Phase de maturation, et au pic de cours vers 1000$.";oui;Faut-il ne conserver qu'une seule fiche pour l'audition du Senat americain du 19 novembre 2013 ?;DEJA CONSIGNE, non arbitre : doublons-verifies.csv A_VERIFIER (« une date absente », 14 cibles communes). Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F12-FRONTIER;3c3d4fec977c4e788b850a0ea5cbebfa;InfrastructureEvent — Lancement d'Ethereum (Frontier, 30 juillet 2015);InfrastructureEvent;30/07/2015;33;6cbe860718afbd70507b3dc92aba5973;Frontier (lancement mainnet Ethereum, juillet 2015);InfrastructureEvent;;33;nom-proche|meme-jour-dans-la-description|description-recouvrante;;doublon_probable;"Meme acte : lancement du mainnet Ethereum (Frontier) le 30 juillet 2015. 3c3d4fec porte date=30/07/2015 et decrit « Lancement du reseau principal Ethereum (Frontier) le 30 juillet 2015 » ; 6cbe8607 n'a pas d'attribut date mais decrit « Premiere version du mainnet Ethereum, lancee le 30 juillet 2015 ». Degres egaux (33 / 33).";oui;Faut-il ne conserver qu'une seule fiche pour le lancement du mainnet Ethereum (Frontier) du 30 juillet 2015 ?;Les deux fiches ne sont reliees par aucune relation. Leurs voisinages sont disjoints : 3c3d4fec est cable a la chronologie infrastructurelle (authored, followed by, triggers), 6cbe8607 a l'appareil de citation (cited in, supported by quote). Non relevee par doublons-verifies.csv. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F12-FRONTIER;3c3d4fec977c4e788b850a0ea5cbebfa;InfrastructureEvent — Lancement d'Ethereum (Frontier, 30 juillet 2015);InfrastructureEvent;30/07/2015;33;6f8631eacbadc58e9b3c184372e50b81;Ethereum Hard Fork — Frontier Thawing;ProtocolChange;2015-08-04;3;jeton-Frontier-partage|dates-proches-5j;5;homonymie_non_doublon;Actes distincts, et le graphe le dit lui-meme : 3c3d4fec (lancement du mainnet, 30/07/2015) porte la relation 'followed by' vers 6f8631ea (« Ethereum Hard Fork — Frontier Thawing », date=2015-08-04, hard fork au bloc 200000 relevant le gas limit et posant la difficulty bomb). Un lancement de reseau et un hard fork ulterieur de 5 jours ne sont pas le meme acte.;non;;Ecart de 5 jours et jeton « Frontier » commun : c'est exactement le profil qu'un resolveur par nom confondrait. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
